Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
ASR: anonymous and secure reporting of traffic forwarding activity in mobile ad hoc networks,Wireless Networks,,15,4,10.1007/s11276-007-0067-0,Heesook ChoiWilliam EnckJaesheung ShinPatrick D. McDanielThomas F. La Porta,2009,http://link.springer.com/article/10.1007/s11276-007-0067-0,Article
The use of software tools and autonomous bots against vandalism: eroding Wikipedia’s moral order?,Ethics and Information Technology,,17,3,10.1007/s10676-015-9366-9,Paul B. de Laat,2015,http://link.springer.com/article/10.1007/s10676-015-9366-9,Article
The design-by-adaptation approach to universal access: learning from videogame technology,Universal Access in the Information Society,,10,3,10.1007/s10209-010-0204-x,Ifan D. H. ShepherdIestyn D. Bleasdale-Shepherd,2011,http://link.springer.com/article/10.1007/s10209-010-0204-x,Article
Coercion or empowerment? Moderation of content in Wikipedia as ‘essentially contested’ bureaucratic rules,Ethics and Information Technology,,14,2,10.1007/s10676-012-9289-7,Paul B. de Laat,2012,http://link.springer.com/article/10.1007/s10676-012-9289-7,Article
Educating for trust,Archival Science,,11,3 - 4,10.1007/s10502-011-9152-3,Luciana DurantiCorinne Rogers,2011,http://link.springer.com/article/10.1007/s10502-011-9152-3,Article
"Ambient bloom: new business, content, design and models to increase the semantic ambient media experience",Multimedia Tools and Applications,,66,1,10.1007/s11042-012-1228-4,Bogdan PogorelcArtur LugmayrBjörn StocklebenRadu-Daniel VatavuNina TahmasebiEstefanía SerralEmilija StojmenovaBojan ImperlThomas RisseGideon ZenzMatjaž Gams,2013,http://link.springer.com/article/10.1007/s11042-012-1228-4,Article
Designing ubiquitous information systems for a community of homeless young people: precaution and a way forward,Personal and Ubiquitous Computing,,15,6,10.1007/s00779-010-0341-5,Jill Palzkill WoelferDavid G. Hendry,2011,http://link.springer.com/article/10.1007/s00779-010-0341-5,Article
How E-government affects the organisational structure of Chinese government,AI & SOCIETY,,23,1,10.1007/s00146-007-0167-5,Zelin Li,2009,http://link.springer.com/article/10.1007/s00146-007-0167-5,Article
Kollektive Intelligenz,WIRTSCHAFTSINFORMATIK,,52,4,10.1007/s11576-010-0234-2,Prof. Dr. Jan Marco Leimeister,2010,http://link.springer.com/article/10.1007/s11576-010-0234-2,Article
Building an IPv6 address generation and traceback system with NIDTGA in Address Driven Network,Science China Information Sciences,,58,12,10.1007/s11432-015-5461-0,Ying LiuGang RenJianPing WuShengLin ZhangLin HeYiHao Jia,2015,http://link.springer.com/article/10.1007/s11432-015-5461-0,Article
ICT intervention in the ‘Chandanbari’ Village of Bangladesh: Results from a field study,Information Systems Frontiers,,11,2,10.1007/s10796-008-9133-0,Mahfuz AshrafJo HanischPaul Swatman,2009,http://link.springer.com/article/10.1007/s10796-008-9133-0,Article
Witnessing and re-enacting in Cambodia: reflection on shifting testimonies,AI & SOCIETY,,27,1,10.1007/s00146-011-0325-7,Stéphanie Benzaquen,2012,http://link.springer.com/article/10.1007/s00146-011-0325-7,Article
Witness and presence in the work of Pierre Huyghe,AI & SOCIETY,,27,1,10.1007/s00146-011-0330-x,Sjoukje van der Meulen,2012,http://link.springer.com/article/10.1007/s00146-011-0330-x,Article
Environmental performance evaluation with big data: theories and methods,Annals of Operations Research,,,,10.1007/s10479-016-2158-8,Ma-Lin SongRon FisherJian-Lin WangLian-Biao Cui,2016,http://link.springer.com/article/10.1007/s10479-016-2158-8,Article
Risk assessment and resilience of critical communication infrastructure in railways,"Cognition, Technology & Work",,15,1,10.1007/s10111-011-0187-2,Stig O. JohnsenMona Veen,2013,http://link.springer.com/article/10.1007/s10111-011-0187-2,Article
An approach to collaborative learning and the serious game development,"Cognition, Technology & Work",,17,2,10.1007/s10111-014-0289-8,S. CorriganG. D. R. ZonA. MaijN. McDonaldL. Mårtensson,2015,http://link.springer.com/article/10.1007/s10111-014-0289-8,Article
A Survey of Mobile Cloud Computing Applications: Perspectives and Challenges,Wireless Personal Communications,,80,4,10.1007/s11277-014-2102-7,Yating WangIng-Ray ChenDing-Chau Wang,2015,http://link.springer.com/article/10.1007/s11277-014-2102-7,Article
The “six-element” analysis method for the research on the characteristics of terrorist activities,Annals of Operations Research,,234,1,10.1007/s10479-013-1444-y,Julei FuDuoyong SunJian ChaiJin XiaoShouyang Wang,2015,http://link.springer.com/article/10.1007/s10479-013-1444-y,Article
An exploratory study for analyzing interactional processes of group discussion: the case of a focus group interview,AI & SOCIETY,,23,2,10.1007/s00146-007-0176-4,Kana SuzukiIkuyo MorimotoEtsuo MizukamiHiroko OtsukaHitoshi Isahara,2009,http://link.springer.com/article/10.1007/s00146-007-0176-4,Article
"ICT-use, educational policy and changes in pedagogical paradigms in compulsory education in Denmark: From a lifelong learning paradigm to a traditional paradigm?",Education and Information Technologies,,14,4,10.1007/s10639-009-9095-y,Inge M. BryderupAnne LarsonMarlene Quisgaard Trentel,2009,http://link.springer.com/article/10.1007/s10639-009-9095-y,Article
Crisis manifestations for civilization and informatics,Scientific and Technical Information Processing,,37,1,10.3103/S0147688210010016,E. P. Semenyuk,2010,http://link.springer.com/article/10.3103/S0147688210010016,Article
Ethics and the technologies of empire: e-learning and the US military,AI & SOCIETY,,25,1,10.1007/s00146-009-0244-z,Norm Friesen,2010,http://link.springer.com/article/10.1007/s00146-009-0244-z,Article
Science and technology metrics for research policy evaluation: some insights from a Moroccan experience,Scientometrics,,101,1,10.1007/s11192-014-1407-3,Hamid Bouabid,2014,http://link.springer.com/article/10.1007/s11192-014-1407-3,Article
Coping with uncertainty: police strategies for resilient decision-making and action implementation,"Cognition, Technology & Work",,16,1,10.1007/s10111-012-0241-8,Claudia van den HeuvelLaurence AlisonNicola Power,2014,http://link.springer.com/article/10.1007/s10111-012-0241-8,Article
The multivoicedness of game play: Exploring the unfolding of a student’s learning trajectory in a gaming context at school,International Journal of Computer-Supported Collaborative Learning,,7,1,10.1007/s11412-011-9132-x,Kenneth Silseth,2012,http://link.springer.com/article/10.1007/s11412-011-9132-x,Article
Robust Model Predictive Flight Control of Unmanned Rotorcrafts,Journal of Intelligent & Robotic Systems,,81,3 - 4,10.1007/s10846-015-0238-7,Kostas AlexisChristos PapachristosRoland SiegwartAnthony Tzes,2016,http://link.springer.com/article/10.1007/s10846-015-0238-7,Article
The framework programs of the European Union: The organizational form of European scientific-technological cooperation,Scientific and Technical Information Processing,,38,4,10.3103/S0147688211040095,D. B. Sarkisyan,2011,http://link.springer.com/article/10.3103/S0147688211040095,Article
Moving past: probing the agency and affect of recordkeeping in individual and community lives in post-conflict Croatia,Archival Science,,14,3 - 4,10.1007/s10502-014-9231-3,Anne J. Gilliland,2014,http://link.springer.com/article/10.1007/s10502-014-9231-3,Article
Improving performance in medical practices through the extended use of electronic medical record systems: a survey of Canadian family physicians,BMC Medical Informatics and Decision Making,,15,1,10.1186/s12911-015-0152-8,Louis RaymondGuy ParéAna Ortiz de GuineaPlacide Poba-NzaouMarie-Claude TrudelJosianne MarsanThomas Micheneau,2015,http://link.springer.com/article/10.1186/s12911-015-0152-8,Article
SmartPrivacy for the Smart Grid: embedding privacy into the design of electricity conservation,Identity in the Information Society,,3,2,10.1007/s12394-010-0046-y,Ann CavoukianJules PolonetskyChristopher Wolf,2010,http://link.springer.com/article/10.1007/s12394-010-0046-y,Article
The effect of previous exposure to technology on acceptance and its importance in usability and accessibility engineering,Universal Access in the Information Society,,10,3,10.1007/s10209-010-0212-x,Andreas HolzingerGig SearleMichaela Wernbacher,2011,http://link.springer.com/article/10.1007/s10209-010-0212-x,Article
How to manage IS requirements in complex public sector structures: toward an action design research approach,Requirements Engineering,,,,10.1007/s00766-016-0245-7,Julia KlierMathias KlierSebastian Muschter,2016,http://link.springer.com/article/10.1007/s00766-016-0245-7,Article
Online social networks and offline protest,EPJ Data Science,,4,1,10.1140/epjds/s13688-015-0056-y,Zachary C Steinert-ThrelkeldDelia MocanuAlessandro VespignaniJames Fowler,2015,http://link.springer.com/article/10.1140/epjds/s13688-015-0056-y,Article
"Property, privacy and personhood in a world of ambient intelligence",Ethics and Information Technology,,12,1,10.1007/s10676-009-9211-0,Niels van Dijk,2010,http://link.springer.com/article/10.1007/s10676-009-9211-0,Article
Public IT service strategy for social information security in the intelligence all-things environment,Electronic Commerce Research,,14,3,10.1007/s10660-014-9155-2,Jinho YooHangbae Chang,2014,http://link.springer.com/article/10.1007/s10660-014-9155-2,Article
Only connect,AI & SOCIETY,,28,2,10.1007/s00146-012-0424-0,Richard Ennals,2013,http://link.springer.com/article/10.1007/s00146-012-0424-0,Article
A semantically enabled metadata repository for scientific data,Earth Science Informatics,,8,3,10.1007/s12145-014-0175-1,Anne WilsonMichael CoxDon ElsborgDoug LindholmTyler Traver,2015,http://link.springer.com/article/10.1007/s12145-014-0175-1,Article
The freedoms of software and its ethical uses,Ethics and Information Technology,,11,4,10.1007/s10676-009-9191-0,Samir ChopraScott Dexter,2009,http://link.springer.com/article/10.1007/s10676-009-9191-0,Article
First year university students’ self-perception of ICT skills: Do learning styles matter?,Education and Information Technologies,,17,1,10.1007/s10639-010-9149-1,Jef C. VerhoevenDirk HeerweghKurt De Wit,2012,http://link.springer.com/article/10.1007/s10639-010-9149-1,Article
Opening the Wrong Gate? The Academic Spring and Scholarly Publishing in the Humanities and Social Sciences,Publishing Research Quarterly,,28,3,10.1007/s12109-012-9272-5,Casey Brienza,2012,http://link.springer.com/article/10.1007/s12109-012-9272-5,Article
Automatic detection of cyber-recruitment by violent extremists,Security Informatics,,3,1,10.1186/s13388-014-0005-5,Jacob R ScanlonMatthew S Gerber,2014,http://link.springer.com/article/10.1186/s13388-014-0005-5,Article
Dialogic foundations of CSCL,International Journal of Computer-Supported Collaborative Learning,,9,2,10.1007/s11412-014-9194-7,Gerry StahlUlrike CressSten LudvigsenNancy Law,2014,http://link.springer.com/article/10.1007/s11412-014-9194-7,Article
Distributed Simulation and Middleware for Networked UAS,Journal of Intelligent and Robotic Systems,,54,1 - 3,10.1007/s10846-008-9269-7,Ali Haydar GöktoǧanSalah Sukkarieh,2009,http://link.springer.com/article/10.1007/s10846-008-9269-7,Article
The Primary Language of ancient battles,International Journal of Machine Learning and Cybernetics,,2,3,10.1007/s13042-011-0029-9,Boris StilmanVladimir YakhnisOleg Umanskiy,2011,http://link.springer.com/article/10.1007/s13042-011-0029-9,Article
Assessing the pattern between economic and digital development of countries,Information Systems Frontiers,,,,10.1007/s10796-016-9634-1,Frederico Cruz-JesusTiago OliveiraFernando BacaoZahir Irani,2016,http://link.springer.com/article/10.1007/s10796-016-9634-1,Article
Artificial super intelligence: beyond rhetoric,AI & SOCIETY,,,,10.1007/s00146-016-0651-x,Karamjit S. Gill,2016,http://link.springer.com/article/10.1007/s00146-016-0651-x,Article
The Place of Literature in an Increasingly Virtual World,Publishing Research Quarterly,,27,2,10.1007/s12109-011-9215-6,Trevor H. Cairney,2011,http://link.springer.com/article/10.1007/s12109-011-9215-6,Article
"Innovations, intellectual protection rights and information technology: an empirical investigation in the MENA region",Electronic Commerce Research,,12,4,10.1007/s10660-012-9100-1,Iftekhar HasanNada Kobeissi,2012,http://link.springer.com/article/10.1007/s10660-012-9100-1,Article
Supporting decision making to improve the performance of an Italian Emergency Medical Service,Annals of Operations Research,,236,1,10.1007/s10479-013-1487-0,Roberto AringhieriGiuliana CarelloDaniela Morale,2016,http://link.springer.com/article/10.1007/s10479-013-1487-0,Article
Drivers of mobile payment acceptance: The impact of network externalities,Information Systems Frontiers,,,,10.1007/s10796-015-9598-6,Huda QasimEmad Abu-Shanab,2015,http://link.springer.com/article/10.1007/s10796-015-9598-6,Article
Poster presentations,Cognitive Processing,,13,1,10.1007/s10339-012-0509-1,,2012,http://link.springer.com/article/10.1007/s10339-012-0509-1,Article
Teaching a process model of legal argument with hypotheticals,Artificial Intelligence and Law,,17,4,10.1007/s10506-009-9083-y,Kevin D. Ashley,2009,http://link.springer.com/article/10.1007/s10506-009-9083-y,Article
The modern environment of humanity in information and computer dimensions (experience of analytical assessment),Scientific and Technical Information Processing,,36,3,10.3103/S0147688209030010,A. D. Elyakov,2009,http://link.springer.com/article/10.3103/S0147688209030010,Article
An overview of the European Union’s highly multilingual parallel corpora,Language Resources and Evaluation,,48,4,10.1007/s10579-014-9277-0,Ralf SteinbergerMohamed EbrahimAlexandros PoulisManuel Carrasco-BenitezPatrick SchlüterMarek PrzybyszewskiSigne Gilbro,2014,http://link.springer.com/article/10.1007/s10579-014-9277-0,Article
Reusing semi-specified behavior models in systems analysis and design,Software & Systems Modeling,,8,2,10.1007/s10270-007-0079-3,Iris Reinhartz-BergerDov DoriShmuel Katz,2009,http://link.springer.com/article/10.1007/s10270-007-0079-3,Article
